VenueCode,Template Name,SectionCode,Row,Seat,Priority,StatusCode,Aisle,RowSort,SeatSort,Image,HoldType
4119,SEASHORELINES3,1000C, , ,73,A,0,1,3,,0
4119,SEASHORELINES3,1000C, , ,74,A,0,1,4,,0
4119,SEASHORELINES3,1000C, , ,75,A,0,1,5,,0
4119,SEASHORELINES3,1000C, , ,76,A,0,1,6,,0
4119,SEASHORELINES3,1000C, , ,77,A,0,1,7,,0
4119,SEASHORELINES3,1000C, , ,78,A,0,1,8,,0
4119,SEASHORELINES3,1000C, , ,79,A,0,1,9,,0
4119,SEASHORELINES3,1000C, , ,80,A,0,1,10,,0
4119,SEASHORELINES3,1000C, , ,81,A,0,1,11,,0
4119,SEASHORELINES3,1000C, , ,82,A,0,1,12,,0
4119,SEASHORELINES3,1000C, , ,83,A,0,1,13,,0
4119,SEASHORELINES3,1000C, , ,84,A,0,1,14,,0
4119,SEASHORELINES3,1000C, , ,85,A,0,1,15,,0
4119,SEASHORELINES3,1000C, , ,86,A,0,1,16,,0
4119,SEASHORELINES3,1000C, , ,87,A,0,1,17,,0
4119,SEASHORELINES3,1000C, , ,88,A,0,1,18,,0
4119,SEASHORELINES3,1000C, , ,89,A,0,1,19,,0
4119,SEASHORELINES3,1000C, , ,90,A,0,1,20,,0
4119,SEASHORELINES3,1000C, , ,91,A,0,1,21,,0
4119,SEASHORELINES3,1000C, , ,92,A,0,1,22,,0
4119,SEASHORELINES3,1000C, , ,93,A,0,1,23,,0
4119,SEASHORELINES3,1000C, , ,94,A,0,1,24,,0
4119,SEASHORELINES3,1000C, , ,95,A,0,1,25,,0
4119,SEASHORELINES3,1000C, , ,96,A,0,1,26,,0
4119,SEASHORELINES3,1000C, , ,97,A,1,1,27,,0
4119,SEASHORELINES3,1230G, , ,98,A,1,1,1,,0
4119,SEASHORELINES3,1230G, , ,99,A,0,1,2,,0
4119,SEASHORELINES3,1230G, , ,100,A,0,1,3,,0
4119,SEASHORELINES3,1230G, , ,101,A,0,1,4,,0
4119,SEASHORELINES3,1230G, , ,102,A,0,1,5,,0
4119,SEASHORELINES3,1230G, , ,103,A,0,1,6,,0
4119,SEASHORELINES3,1230G, , ,104,A,0,1,7,,0
4119,SEASHORELINES3,1230G, , ,105,A,0,1,8,,0
4119,SEASHORELINES3,1230G, , ,106,A,0,1,9,,0
4119,SEASHORELINES3,1230G, , ,107,A,0,1,10,,0
4119,SEASHORELINES3,1230G, , ,108,A,0,1,11,,0
4119,SEASHORELINES3,1230G, , ,109,A,0,1,12,,0
4119,SEASHORELINES3,1230G, , ,110,A,0,1,13,,0
4119,SEASHORELINES3,1230G, , ,111,A,0,1,14,,0
4119,SEASHORELINES3,1230G, , ,112,A,0,1,15,,0
4119,SEASHORELINES3,1230G, , ,113,A,0,1,16,,0
4119,SEASHORELINES3,1230G, , ,114,A,0,1,17,,0
4119,SEASHORELINES3,1230G, , ,115,A,0,1,18,,0
4119,SEASHORELINES3,1230G, , ,116,A,0,1,19,,0
4119,SEASHORELINES3,1230G, , ,117,A,0,1,20,,0
4119,SEASHORELINES3,1230G, , ,118,A,0,1,21,,0
4119,SEASHORELINES3,1230G, , ,119,A,0,1,22,,0
4119,SEASHORELINES3,1230G, , ,120,A,0,1,23,,0
4119,SEASHORELINES3,1230G, , ,121,A,0,1,24,,0
4119,SEASHORELINES3,1230G, , ,122,A,0,1,25,,0
4119,SEASHORELINES3,1230G, , ,123,A,0,1,26,,0
4119,SEASHORELINES3,1230G, , ,124,A,0,1,27,,0
4119,SEASHORELINES3,1230G, , ,125,A,0,1,28,,0
4119,SEASHORELINES3,1230G, , ,126,A,0,1,29,,0
4119,SEASHORELINES3,1230G, , ,127,A,0,1,30,,0
4119,SEASHORELINES3,1230G, , ,128,A,0,1,31,,0
4119,SEASHORELINES3,1230G, , ,129,A,0,1,32,,0
4119,SEASHORELINES3,1230G, , ,130,A,0,1,33,,0
4119,SEASHORELINES3,1230G, , ,131,A,0,1,34,,0
4119,SEASHORELINES3,1230G, , ,132,A,0,1,35,,0
4119,SEASHORELINES3,1230G, , ,133,A,0,1,36,,0
4119,SEASHORELINES3,1230G, , ,134,A,0,1,37,,0
4119,SEASHORELINES3,1230G, , ,135,A,0,1,38,,0
4119,SEASHORELINES3,1230G, , ,136,A,0,1,39,,0
4119,SEASHORELINES3,1230G, , ,137,A,0,1,40,,0
4119,SEASHORELINES3,1230G, , ,138,A,0,1,41,,0
4119,SEASHORELINES3,1230G, , ,139,A,0,1,42,,0
4119,SEASHORELINES3,1230G, , ,140,A,0,1,43,,0
4119,SEASHORELINES3,1230G, , ,141,A,0,1,44,,0
4119,SEASHORELINES3,1230G, , ,142,A,0,1,45,,0
4119,SEASHORELINES3,1230G, , ,143,A,0,1,46,,0
4119,SEASHORELINES3,1230G, , ,144,A,0,1,47,,0
4119,SEASHORELINES3,1230G, , ,145,A,0,1,48,,0
4119,SEASHORELINES3,1230G, , ,146,A,0,1,49,,0
4119,SEASHORELINES3,1230G, , ,147,A,0,1,50,,0
4119,SEASHORELINES3,1230G, , ,148,A,0,1,51,,0
4119,SEASHORELINES3,1230G, , ,149,A,0,1,52,,0
4119,SEASHORELINES3,1230G, , ,150,A,0,1,53,,0
4119,SEASHORELINES3,1230G, , ,151,A,0,1,54,,0
4119,SEASHORELINES3,1230G, , ,152,A,0,1,55,,0
4119,SEASHORELINES3,1230G, , ,153,A,0,1,56,,0
4119,SEASHORELINES3,1230G, , ,154,A,0,1,57,,0
4119,SEASHORELINES3,1230G, , ,155,A,0,1,58,,0
4119,SEASHORELINES3,1230G, , ,156,A,0,1,59,,0
4119,SEASHORELINES3,1230G, , ,157,A,0,1,60,,0
4119,SEASHORELINES3,1230G, , ,158,A,0,1,61,,0
4119,SEASHORELINES3,1230G, , ,159,A,0,1,62,,0
4119,SEASHORELINES3,1230G, , ,160,A,0,1,63,,0
4119,SEASHORELINES3,1230G, , ,161,A,0,1,64,,0
4119,SEASHORELINES3,1230G, , ,162,A,0,1,65,,0
4119,SEASHORELINES3,1230G, , ,163,A,0,1,66,,0
4119,SEASHORELINES3,1230G, , ,164,A,0,1,67,,0
4119,SEASHORELINES3,1230G, , ,165,A,0,1,68,,0
4119,SEASHORELINES3,1230G, , ,166,A,0,1,69,,0
4119,SEASHORELINES3,1230G, , ,167,A,1,1,70,,0
4119,SEASHORELINES3,1230C, , ,168,A,1,1,1,,0
4119,SEASHORELINES3,1230C, , ,169,A,0,1,2,,0
4119,SEASHORELINES3,1230C, , ,170,A,0,1,3,,0
4119,SEASHORELINES3,1230C, , ,171,A,0,1,4,,0
4119,SEASHORELINES3,1230C, , ,172,A,0,1,5,,0
4119,SEASHORELINES3,1230C, , ,173,A,0,1,6,,0
4119,SEASHORELINES3,1230C, , ,174,A,0,1,7,,0
4119,SEASHORELINES3,1230C, , ,175,A,0,1,8,,0
4119,SEASHORELINES3,1230C, , ,176,A,0,1,9,,0
4119,SEASHORELINES3,1230C, , ,177,A,0,1,10,,0
4119,SEASHORELINES3,1230C, , ,178,A,0,1,11,,0
4119,SEASHORELINES3,1230C, , ,179,A,0,1,12,,0
4119,SEASHORELINES3,1230C, , ,180,A,0,1,13,,0
4119,SEASHORELINES3,1230C, , ,181,A,0,1,14,,0
4119,SEASHORELINES3,1230C, , ,182,A,0,1,15,,0
4119,SEASHORELINES3,1230C, , ,183,A,0,1,16,,0
4119,SEASHORELINES3,1230C, , ,184,A,0,1,17,,0
4119,SEASHORELINES3,1230C, , ,185,A,0,1,18,,0
4119,SEASHORELINES3,1230C, , ,186,A,0,1,19,,0
4119,SEASHORELINES3,1230C, , ,187,A,0,1,20,,0
4119,SEASHORELINES3,1230C, , ,188,A,0,1,21,,0
4119,SEASHORELINES3,1230C, , ,189,A,0,1,22,,0
4119,SEASHORELINES3,1230C, , ,190,A,0,1,23,,0
4119,SEASHORELINES3,1230C, , ,191,A,0,1,24,,0
4119,SEASHORELINES3,1230C, , ,192,A,0,1,25,,0
4119,SEASHORELINES3,1230C, , ,193,A,0,1,26,,0
4119,SEASHORELINES3,1230C, , ,194,A,1,1,27,,0
4119,SEASHORELINES3,230G, , ,195,A,1,1,1,,0
4119,SEASHORELINES3,230G, , ,196,A,0,1,2,,0
4119,SEASHORELINES3,230G, , ,197,A,0,1,3,,0
4119,SEASHORELINES3,230G, , ,198,A,0,1,4,,0
4119,SEASHORELINES3,230G, , ,199,A,0,1,5,,0
4119,SEASHORELINES3,230G, , ,200,A,0,1,6,,0
4119,SEASHORELINES3,230G, , ,201,A,0,1,7,,0
4119,SEASHORELINES3,230G, , ,202,A,0,1,8,,0
4119,SEASHORELINES3,230G, , ,203,A,0,1,9,,0
4119,SEASHORELINES3,230G, , ,204,A,0,1,10,,0
4119,SEASHORELINES3,230G, , ,205,A,0,1,11,,0
4119,SEASHORELINES3,230G, , ,206,A,0,1,12,,0
4119,SEASHORELINES3,230G, , ,207,A,0,1,13,,0
4119,SEASHORELINES3,230G, , ,208,A,0,1,14,,0
4119,SEASHORELINES3,230G, , ,209,A,0,1,15,,0
4119,SEASHORELINES3,230G, , ,210,A,0,1,16,,0
4119,SEASHORELINES3,230G, , ,211,A,0,1,17,,0
4119,SEASHORELINES3,230G, , ,212,A,0,1,18,,0
4119,SEASHORELINES3,230G, , ,213,A,0,1,19,,0
4119,SEASHORELINES3,230G, , ,214,A,0,1,20,,0
4119,SEASHORELINES3,230G, , ,215,A,0,1,21,,0
4119,SEASHORELINES3,230G, , ,216,A,0,1,22,,0
4119,SEASHORELINES3,230G, , ,217,A,0,1,23,,0
4119,SEASHORELINES3,230G, , ,218,A,0,1,24,,0
4119,SEASHORELINES3,230G, , ,219,A,0,1,25,,0
4119,SEASHORELINES3,230G, , ,220,A,0,1,26,,0
4119,SEASHORELINES3,230G, , ,221,A,0,1,27,,0
4119,SEASHORELINES3,230G, , ,222,A,0,1,28,,0
4119,SEASHORELINES3,230G, , ,223,A,0,1,29,,0
4119,SEASHORELINES3,230G, , ,224,A,0,1,30,,0
4119,SEASHORELINES3,230G, , ,225,A,0,1,31,,0
4119,SEASHORELINES3,230G, , ,226,A,0,1,32,,0
4119,SEASHORELINES3,230G, , ,227,A,0,1,33,,0
4119,SEASHORELINES3,230G, , ,228,A,0,1,34,,0
4119,SEASHORELINES3,230G, , ,229,A,0,1,35,,0
4119,SEASHORELINES3,230G, , ,230,A,0,1,36,,0
4119,SEASHORELINES3,230G, , ,231,A,0,1,37,,0
4119,SEASHORELINES3,230G, , ,232,A,0,1,38,,0
4119,SEASHORELINES3,230G, , ,233,A,0,1,39,,0
4119,SEASHORELINES3,230G, , ,234,A,0,1,40,,0
4119,SEASHORELINES3,230G, , ,235,A,0,1,41,,0
4119,SEASHORELINES3,230G, , ,236,A,0,1,42,,0
4119,SEASHORELINES3,230G, , ,237,A,0,1,43,,0
4119,SEASHORELINES3,230G, , ,238,A,0,1,44,,0
4119,SEASHORELINES3,230G, , ,239,A,0,1,45,,0
4119,SEASHORELINES3,230G, , ,240,A,0,1,46,,0
4119,SEASHORELINES3,230G, , ,241,A,0,1,47,,0
4119,SEASHORELINES3,230G, , ,242,A,0,1,48,,0
4119,SEASHORELINES3,230G, , ,243,A,0,1,49,,0
4119,SEASHORELINES3,230G, , ,244,A,0,1,50,,0
4119,SEASHORELINES3,230G, , ,245,A,0,1,51,,0
4119,SEASHORELINES3,230G, , ,246,A,0,1,52,,0
4119,SEASHORELINES3,230G, , ,247,A,0,1,53,,0
4119,SEASHORELINES3,230G, , ,248,A,0,1,54,,0
4119,SEASHORELINES3,230G, , ,249,A,0,1,55,,0
4119,SEASHORELINES3,230G, , ,250,A,0,1,56,,0
4119,SEASHORELINES3,230G, , ,251,A,0,1,57,,0
4119,SEASHORELINES3,230G, , ,252,A,0,1,58,,0
4119,SEASHORELINES3,230G, , ,253,A,0,1,59,,0
4119,SEASHORELINES3,230G, , ,254,A,0,1,60,,0
4119,SEASHORELINES3,230G, , ,255,A,0,1,61,,0
4119,SEASHORELINES3,230G, , ,256,A,0,1,62,,0
4119,SEASHORELINES3,230G, , ,257,A,0,1,63,,0
4119,SEASHORELINES3,230G, , ,258,A,0,1,64,,0
4119,SEASHORELINES3,230G, , ,259,A,0,1,65,,0
4119,SEASHORELINES3,230G, , ,260,A,0,1,66,,0
4119,SEASHORELINES3,230G, , ,261,A,0,1,67,,0
4119,SEASHORELINES3,230G, , ,262,A,0,1,68,,0
4119,SEASHORELINES3,230G, , ,263,A,0,1,69,,0
4119,SEASHORELINES3,230G, , ,264,A,1,1,70,,0
4119,SEASHORELINES3,230C, , ,265,A,1,1,1,,0
4119,SEASHORELINES3,230C, , ,266,A,0,1,2,,0
4119,SEASHORELINES3,230C, , ,267,A,0,1,3,,0
4119,SEASHORELINES3,230C, , ,268,A,0,1,4,,0
4119,SEASHORELINES3,230C, , ,269,A,0,1,5,,0
4119,SEASHORELINES3,230C, , ,270,A,0,1,6,,0
4119,SEASHORELINES3,230C, , ,271,A,0,1,7,,0
4119,SEASHORELINES3,230C, , ,272,A,0,1,8,,0
4119,SEASHORELINES3,230C, , ,273,A,0,1,9,,0
4119,SEASHORELINES3,230C, , ,274,A,0,1,10,,0
4119,SEASHORELINES3,230C, , ,275,A,0,1,11,,0
4119,SEASHORELINES3,230C, , ,276,A,0,1,12,,0
4119,SEASHORELINES3,230C, , ,277,A,0,1,13,,0
4119,SEASHORELINES3,230C, , ,278,A,0,1,14,,0
4119,SEASHORELINES3,230C, , ,279,A,0,1,15,,0
4119,SEASHORELINES3,230C, , ,280,A,0,1,16,,0
4119,SEASHORELINES3,230C, , ,281,A,0,1,17,,0
4119,SEASHORELINES3,230C, , ,282,A,0,1,18,,0
4119,SEASHORELINES3,230C, , ,283,A,0,1,19,,0
4119,SEASHORELINES3,230C, , ,284,A,0,1,20,,0
4119,SEASHORELINES3,230C, , ,285,A,0,1,21,,0
4119,SEASHORELINES3,230C, , ,286,A,0,1,22,,0
4119,SEASHORELINES3,230C, , ,287,A,0,1,23,,0
4119,SEASHORELINES3,230C, , ,288,A,0,1,24,,0
4119,SEASHORELINES3,230C, , ,289,A,0,1,25,,0
4119,SEASHORELINES3,230C, , ,290,A,0,1,26,,0
4119,SEASHORELINES3,230C, , ,291,A,1,1,27,,0
4119,SEASHORELINES3,430G, , ,292,A,1,1,1,,0
4119,SEASHORELINES3,430G, , ,293,A,0,1,2,,0
4119,SEASHORELINES3,430G, , ,294,A,0,1,3,,0
4119,SEASHORELINES3,430G, , ,295,A,0,1,4,,0
4119,SEASHORELINES3,430G, , ,296,A,0,1,5,,0
4119,SEASHORELINES3,430G, , ,297,A,0,1,6,,0
4119,SEASHORELINES3,430G, , ,298,A,0,1,7,,0
4119,SEASHORELINES3,430G, , ,299,A,0,1,8,,0
4119,SEASHORELINES3,430G, , ,300,A,0,1,9,,0
4119,SEASHORELINES3,430G, , ,301,A,0,1,10,,0
4119,SEASHORELINES3,430G, , ,302,A,0,1,11,,0
4119,SEASHORELINES3,430G, , ,303,A,0,1,12,,0
4119,SEASHORELINES3,430G, , ,304,A,0,1,13,,0
4119,SEASHORELINES3,430G, , ,305,A,0,1,14,,0
4119,SEASHORELINES3,430G, , ,306,A,0,1,15,,0
4119,SEASHORELINES3,430G, , ,307,A,0,1,16,,0
4119,SEASHORELINES3,430G, , ,308,A,0,1,17,,0
4119,SEASHORELINES3,430G, , ,309,A,0,1,18,,0
4119,SEASHORELINES3,430G, , ,310,A,0,1,19,,0
4119,SEASHORELINES3,430G, , ,311,A,0,1,20,,0
4119,SEASHORELINES3,430G, , ,312,A,0,1,21,,0
4119,SEASHORELINES3,430G, , ,313,A,0,1,22,,0
4119,SEASHORELINES3,430G, , ,314,A,0,1,23,,0
4119,SEASHORELINES3,430G, , ,315,A,0,1,24,,0
4119,SEASHORELINES3,430G, , ,316,A,0,1,25,,0
4119,SEASHORELINES3,430G, , ,317,A,0,1,26,,0
4119,SEASHORELINES3,430G, , ,318,A,0,1,27,,0
4119,SEASHORELINES3,430G, , ,319,A,0,1,28,,0
4119,SEASHORELINES3,430G, , ,320,A,0,1,29,,0
4119,SEASHORELINES3,430G, , ,321,A,0,1,30,,0
4119,SEASHORELINES3,430G, , ,322,A,0,1,31,,0
4119,SEASHORELINES3,430G, , ,323,A,0,1,32,,0
4119,SEASHORELINES3,430G, , ,324,A,0,1,33,,0
4119,SEASHORELINES3,430G, , ,325,A,0,1,34,,0
4119,SEASHORELINES3,430G, , ,326,A,0,1,35,,0
4119,SEASHORELINES3,430G, , ,327,A,0,1,36,,0
4119,SEASHORELINES3,430G, , ,328,A,0,1,37,,0
4119,SEASHORELINES3,430G, , ,329,A,0,1,38,,0
4119,SEASHORELINES3,430G, , ,330,A,0,1,39,,0
4119,SEASHORELINES3,430G, , ,331,A,0,1,40,,0
4119,SEASHORELINES3,430G, , ,332,A,0,1,41,,0
4119,SEASHORELINES3,430G, , ,333,A,0,1,42,,0
4119,SEASHORELINES3,430G, , ,334,A,0,1,43,,0
4119,SEASHORELINES3,430G, , ,335,A,0,1,44,,0
4119,SEASHORELINES3,430G, , ,336,A,0,1,45,,0
4119,SEASHORELINES3,430G, , ,337,A,0,1,46,,0
4119,SEASHORELINES3,430G, , ,338,A,0,1,47,,0
4119,SEASHORELINES3,430G, , ,339,A,0,1,48,,0
4119,SEASHORELINES3,430G, , ,340,A,0,1,49,,0
4119,SEASHORELINES3,430G, , ,341,A,0,1,50,,0
4119,SEASHORELINES3,430G, , ,342,A,0,1,51,,0
4119,SEASHORELINES3,430G, , ,343,A,0,1,52,,0
4119,SEASHORELINES3,430G, , ,344,A,0,1,53,,0
4119,SEASHORELINES3,430G, , ,345,A,0,1,54,,0
4119,SEASHORELINES3,430G, , ,346,A,0,1,55,,0
4119,SEASHORELINES3,430G, , ,347,A,0,1,56,,0
4119,SEASHORELINES3,430G, , ,348,A,0,1,57,,0
4119,SEASHORELINES3,430G, , ,349,A,0,1,58,,0
4119,SEASHORELINES3,430G, , ,350,A,0,1,59,,0
4119,SEASHORELINES3,430G, , ,351,A,0,1,60,,0
4119,SEASHORELINES3,430G, , ,352,A,0,1,61,,0
4119,SEASHORELINES3,430G, , ,353,A,0,1,62,,0
4119,SEASHORELINES3,430G, , ,354,A,0,1,63,,0
4119,SEASHORELINES3,430G, , ,355,A,0,1,64,,0
4119,SEASHORELINES3,430G, , ,356,A,0,1,65,,0
4119,SEASHORELINES3,430G, , ,357,A,0,1,66,,0
4119,SEASHORELINES3,430G, , ,358,A,0,1,67,,0
4119,SEASHORELINES3,430G, , ,359,A,0,1,68,,0
4119,SEASHORELINES3,430G, , ,360,A,0,1,69,,0
4119,SEASHORELINES3,430G, , ,361,A,1,1,70,,0
4119,SEASHORELINES3,430C, , ,362,A,1,1,1,,0
4119,SEASHORELINES3,430C, , ,363,A,0,1,2,,0
4119,SEASHORELINES3,430C, , ,364,A,0,1,3,,0
4119,SEASHORELINES3,430C, , ,365,A,0,1,4,,0
4119,SEASHORELINES3,430C, , ,366,A,0,1,5,,0
4119,SEASHORELINES3,430C, , ,367,A,0,1,6,,0
4119,SEASHORELINES3,430C, , ,368,A,0,1,7,,0
4119,SEASHORELINES3,430C, , ,369,A,0,1,8,,0
4119,SEASHORELINES3,430C, , ,370,A,0,1,9,,0
4119,SEASHORELINES3,430C, , ,371,A,0,1,10,,0
4119,SEASHORELINES3,430C, , ,372,A,0,1,11,,0
4119,SEASHORELINES3,430C, , ,373,A,0,1,12,,0
4119,SEASHORELINES3,430C, , ,374,A,0,1,13,,0
4119,SEASHORELINES3,430C, , ,375,A,0,1,14,,0
4119,SEASHORELINES3,430C, , ,376,A,0,1,15,,0
4119,SEASHORELINES3,430C, , ,377,A,0,1,16,,0
4119,SEASHORELINES3,430C, , ,378,A,0,1,17,,0
4119,SEASHORELINES3,430C, , ,379,A,0,1,18,,0
4119,SEASHORELINES3,430C, , ,380,A,0,1,19,,0
4119,SEASHORELINES3,430C, , ,381,A,0,1,20,,0
4119,SEASHORELINES3,430C, , ,382,A,0,1,21,,0
4119,SEASHORELINES3,430C, , ,383,A,0,1,22,,0
4119,SEASHORELINES3,430C, , ,384,A,0,1,23,,0
4119,SEASHORELINES3,430C, , ,385,A,0,1,24,,0
4119,SEASHORELINES3,430C, , ,386,A,0,1,25,,0
4119,SEASHORELINES3,430C, , ,387,A,0,1,26,,0
4119,SEASHORELINES3,430C, , ,388,A,1,1,27,,0
